author,text,date,likes,polarity,rating,emotion,aspect
pedagang singkong kusus kripik,rakyat indonesia gaji 3jt kok mau beras 100ribu .gimana pejabat indonesia ini bikin kebijakan selalu mencekik rakyat,-,0,Negatif,2,Marah,Mentan:Blunder
𝒀𝒂𝒏𝒕𝒐_𝟥𝟤𝟪,gini aamaaat punya menteri aduhhhhhh,-,0,Negatif,2,Marah,Mentan:Blunder
budiii,"mikir gaji indo 1.2 jt harga mau disamain sama Jepang, gaji 30 jt.",-,0,Negatif,1,Marah,Gaji:Kecil
o,maju terus p mentri demi petani indonesia,-,0,Positif,5,Senang,P Mentri:Dukung
GoesdeSuryaningrat,Mentri kok begini semua,-,0,Negatif,2,Sarkas,Mentan:Blunder
𝗠Ꮍʌꃅ𝗠Äᗫ ✨,tapi jepang lebih damai 😂😂😂😂,-,0,Positif,5,Senang,Jepang:Diam
aksarajiwa,iya pak sushi g d buat pakek beras Bulog pak inget juga itu,-,0,Positif,5,Senang,Beras:BisaDibeli
zahiii,y gaji umr mereka gede pak pak,-,0,Negatif,2,Sarkas,Gaji:Kecil
Kumis Tipis 🅱️ T T H,Biasakan melihat jangan langsung membandingkan🔥🔥,-,0,Negatif,2,Sarkas,Beras:Mahal
Novena Tan,"PAK YG GAJI NYA TINGGI KAN DPR, KAMI RAKYAT KECIL KADANG SEHARI NEMU MAKAN, SEHARI LAGI GAK NEMU MAKAN, TOLONG JANGAN DISAMAKAN. WAJAR BANYAK YG MENJERIT KETIKA HARGA BERAS NAIK PAKKKK!!!!",-,0,Negatif,1,Marah,Harga:BerasMahal
Ⓒⓗⓘⓞ,planga plongo bubarin aja negara ini,-,0,Negatif,2,Sarkas,Mentan:Blunder
winniethepoohhh,"masa dibandingkan dengan jepang negara maju, kita aja masuk negara termiskin",-,0,Negatif,5,Marah,Mentan:Blunder
Zian Will,negara maju mau di samain Ama negara yang berkembangnya mundur 😭,-,0,Negatif,5,Marah,Mentan:Blunder
່upiii,negara kyk gini mau di bandingin ama negara yang maju,-,0,Negatif,5,Marah,Mentan:Blunder
Gyozamilk,UMR 5jt harus disandingkan jepang? buset🗿,-,0,Negatif,1,Marah,UMR:Mahal
Sena_`,gayamu reng,-,0,Negatif,2,Sarkas,Beras:Mahal
awa𐙚,"disamain sm jepang, yg jalanannya bagus, warganya sejahtera wkowko",-,0,Negatif,2,Marah,Mentan:Blunder
the chan🇹🇼,JEPANGGGGGG GAJIII UMR NYA GK MAIN MAIN JGA PAKKK,-,0,Negatif,5,Sarkas,Jepang:Blunder
Ahmad Syahrul794,malah di samain sama negara maju😂😂,-,0,Negatif,2,Sarkas,Aspek:Beras:Mahal
arhieshan❣️,coba bapaknya tau rasanya gak punya gaji ..biar tau rasanya gak punya uang dan harus makan 😄,-,0,Negatif,2,Sarkas,Gaji:Kecil
Rizki Aldian,Dia serius gak si ngmng gitu?😭 Emg gak mikir pendapatan di indo itu berapa😭😭,-,0,Negatif,1,Sedih,Pendapatan:Kecil
Bundanya Zirra,"Disamain sama jepang 😭 jepang aja cari kerja gak pake syarat kaya disini harus syarat umur max 25 tahun, harus tinggi cantik, dan harus menguasai ilmu santet kebal 😭😂🤣",-,0,Negatif,1,Sarkas,Jepang:KomentarTidakLogis
zizya💫,kacauuuuuuuuuu😭,-,0,Negatif,1,Sarkas,Mentan:Blunder
Agus Plat BE,kalo ekonomi nya setara sama lo baru gx ribut😵😵,-,0,Positif,5,Senang,Eonomi:Bisa
𐙚,matikan aja semua mic mereka itu suruh diam,-,0,Negatif,1,Marah,Mentan:Blunder
gabuts,yaelah kocak🤣di bandingkan sama jepang..kalo kita bandingkan gaji kita sama jepang gmna tanggapannya pak?,-,0,Negatif,5,Sarkas,Mentan:Blunder
ocaaa🌷,di samakan sama negara majuu😭,-,0,Negatif,2,Sarkas,Aspek:Beras:Mahal
Jul,bandingkan kinerja bpk dgn org2 Jepang gmn pak?,-,0,Negatif,2,Sarkas,Bpk:Blunder
SARIBU (Sarapan10ribu),"jepanggg pakkk, gaji UMR nya pun ga sama sama jepangg 🥺 harus di samain dulu gaji nya baru deh nyamain harga beras nya",-,0,Negatif,1,Marah,Gaji:Beda
Amang Mardi,karena UMR jepang tinggi jadi sebanding...sedangkan di indo UMR 3 jt dan masih banyak pendapatan upah di bawah 3 jt,-,0,Negatif,2,Marah,UMR:Beda
f,gajinya beda anj,-,0,Negatif,2,Sarkas,Gaji:Bedah
TUMBEN,"apa kita kerumah bapak ini aja ya, minta beliin beras?",-,0,Negatif,2,Marah,Mentan:Blunder
finkan,"aq heran,para mnteri pak jokowi,kok dongo2 ya..😳😳😳",-,0,Negatif,1,Marah,Mentan:Blunder
chelsea,YA UMR NYA AJA BRP ANJJJ,-,0,Negatif,1,Marah,UMR:Beda
EvanoMahardika,coba liat UMR jepang brpa lol😏,-,0,Negatif,2,Sarkas,UMR:Kecil
rvldysy.,KALO MAU MURAH NANAM GE SENDIRI,-,0,Negatif,2,Sarkas,Mentan:Blunder
dharaa,yeuh si gobIok,-,0,Negatif,2,Sarkas,Beras:Mahal
Linda Marlina,jepang gaji nya besar bapak... beda dgn indonesia...,-,0,Negatif,2,Sarkas,Gaji:Besar
zii,"cetek bgt pemikirannya, se mata kaki aja ngga nyampe itu",-,0,Negatif,1,Sarkas,Pemikirannya:Mentan
arek lanang,,-,0,Negatif,2,Marah,Harga:Beras:Mahal
kyy tik tok,dia setan bukan manusia,-,0,Negatif,1,Marah,Mentan:Blunder
🅿🅰🅽🅰🅳🅾🅻🅻💕94,ganti ganti..skip aja mentri ky gini nyusahin kita yang gpunya sawah tiap hari beli beras ke pasar,-,0,Negatif,2,Marah,Mentan:Blunder
💫💥 Arsiss 💥💫,jangan di bandingkan dengan jepang pk di jepang gaji nya juga besar kalo di sini gaji nya besar juga ga apa 100 ribu per kilo,-,0,Positif,5,Senang,Aspek:Sentimen
Inayah,umr sesuaikan jepang pak biar harg 200rb pun kita mampu beli,-,0,Negatif,5,Sarkas,UMR Indonesia:Malah
mamake R,sampean Ki mikir ora pak...pendapatane rakyatmu kr jepang Ki ibarat bumi dan langitt owalahhhh....piyee too ki mentrii.slh plg kyknya,-,0,Negatif,5,Sarkas,Mentan:Blunder
has,Lebih pintar yg mengatakan tdk bs dibandingkan inkam perkapita di Jepang dgn Indonesia Bapak.,-,0,Negatif,2,Sarkas,Mentan:Blunder
️,"kalau ngomong ituu yaaa pakkk, minimall mengerti dulu deh apa yang di omongin, baru data",-,0,Negatif,5,Sarkas,Mentan:Minimall Mengerti
LOL.,kok dibandingkan dengan jepang yang 4 musim kan lawak?,-,0,Negatif,2,Sarkas,Jepang:Lawak
CIIHHUYYY,pasti masuknya jalur sogok🤣🤣,-,0,Negatif,2,Sarkas,Mentan:Sogok
Rendi Cacing,nyamain negara maju dengan indo🗿,-,0,Negatif,5,Sarkas,Mentan:Blunder
sutar ex,mentri sekarang banyak yg nglantur omongan ny,-,0,Negatif,1,Sarkas,Mentan:BanyakOngonNy
Putra jR_15,coba klw cari perbandingan itu yg ideal pak. gaji di jepang perbulan stara DPR..😁😁,-,0,Positif,5,Senang,Gaji:Kecil
LA🦋🦋,ya umr Jepang brapa anj🗿,-,0,Negatif,5,Sarkas,UMR Jepang:Kegiatan
Wahidin,"intinya gini semua pejabat jngn ada yg korupsi, teros para pejabat"" semua gajiNya di samain sma kuli bangunan pasti semua rakyat sejahtera indonesia",-,0,Negatif,1,Marah,Mentan:Blunder
pipvwxyzzz,Umr nya harus setara jepang juga pak,-,0,Negatif,2,Marah,UMR:Malah
ipeh property syariah,Gaji di jepang brapa pak …..? Bertanya dengan nada letih lemah lesu,-,0,Negatif,2,Sarkas,Gaji:Beda
😊,umr jepang brp pakkkkk?,-,0,Negatif,1,Sarkas,UMR Jepang:Kaget
H3171,"mungkin kl rakyat dpt jatah uang beras 12 jt sebulan, kita tdk akan ribut🤣🤣🤣",-,0,Positif,5,Senang,Jatah:Beras
THE🅾️,Dengan PD nya membandingkan sama jepang.. mikir gak sih,-,0,Negatif,2,Sarkas,PD:Mikir Gak Sih
Dillces,Emang pejabat di jepang selevel sama pejabat kek klean?🤨,-,0,Negatif,1,Sarkas,Pejabat:Blunder
lindaalergaa,"ke jauh' an pak ,, jepang di samain Indonesia 😅 orang jepang makan nasi dikit pak😅",-,0,Positif,5,Senang,Jepang:Keren
Suparman Suparman,cocok jadi Mentri jepang pindah aja pak,-,0,Negatif,2,Sarkas,Mentan:Blunder
Royjen,"yappingnya bertele², ujng²nya. ""betul bu""🤦",-,0,Negatif,2,Sarkas,Mentan:Bertele²
muntholib,"orang KLO mau ngomong di pikir dulu luar negri sama indonesia lain dari segi keuangan SDH jauh berbeda para menteri di luar negri rakyatnya terjamin di indonesia gaji swasta berapa, di jepang gaji berapa??",-,0,Negatif,2,Sarkas,Gaji:Kecil
Neng Zoya,bandingin nya sama zimbabwe pak,-,0,Positif,5,Senang,Banding:Logis
FΛƬΉIЯ DЯ89,jepang hukuman para koruptor apasih,-,0,Negatif,2,Sarkas,Jepang:Komentar
Afika09 Shop,UMR e ae bedo su 🤣😂,-,0,Positif,5,Senang,UMR:Bedo
KEGIATAN Silat Kemb@R,pak boleh kan kami menangisi omongan nya pak😭😭😭😭😭😭😭😭😭😭😭😭😭,-,0,Negatif,1,Marah,Mentan:Blunder
erfandi,pertahankan ketua..petani ingin sejahtera....,-,0,Negatif,2,Marah,Mentan:Blunder
maxxyblack,otaknya mulai eror anjay,-,0,Negatif,2,Sarkas,Mentan:Blunder
pomadenyadiks,Ini kok pinter amat ya 🙂,-,0,Negatif,2,Sarkas,Beras:Mahal
sinchan,"kuli neng indonesia sebulan 3 jt, sedangkan kuli neng jepang sebulan 25 jt,,,",-,0,Negatif,1,Marah,UMR Indonesia:BedaDenganJepang
Penjelajah Pedalaman,woi bedakanlh ekonomi di Jepang dengan Indo🤣🤣..ko begni sih😭,-,0,Negatif,5,Sarkas,Economie:JepangTidakAppleToApple
Ariawan,jepang beras 100 ribu perkilo umr berapa pakkkk di jepang,-,0,Negatif,1,Marah,Mentan:Blunder
Azis,"jangan di samain sama jepang, ekonomi di jepang sudah maju dan stabil",-,0,Positif,4,Senang,Aspek:Jepang:Stabil
Z,Jangan disamakan kehidupan sama penghasilan org indonesia sama org jepang wooiii…😳,-,0,Negatif,2,Marah,Beras:Mahal
kacink wonk723,di jepang rakyat'y makmur di sini yg makmur cuma anggota DPR,-,0,Negatif,1,Sarkas,Jepang:BedaDenganIndonesia
buket money,jepang gaji tinggi .. indonesia gaji kecil,-,0,Negatif,2,Marah,Gaji:Kecil
Bang Z,"oh gaji mereka dibandingkan bandingkan dengan Jepang, sementara gaji rakyatnya engga🗿",-,0,Negatif,2,Sarkas,Gaji:Beda
Jemmy,"giliran harga barang, pajak ,dibandingin. ayolah bandingin kinerja pejabat jepang sama pejabat kita🙏",-,0,Positif,5,Senang,Pajak:DapatDibandingin
Ranger,gaji disana brp wahai orang kaya,-,0,Negatif,5,Sarkas,Gaji:Kecil
DII,pejabat kocak,-,0,Negatif,1,Marah,Mentan:Blunder
🐰,bapak ini hanyak ingin petani padinya tidak susah dan makmur seperti jepang... boleh beras murah diindo... tapi pupuknya modalnya tolong diimbangi dengan nasib petani...apalagi petani padi diindo ini banyak yh hidup susah gara2 pupuk mahal harga beras murah...kalau mau petani padi indo juga bisa makmur minimal pupuk harganya turunkan,-,0,Negatif,2,Sarkas,Pupuk:Beban
fifi sang2219,"Mau ikutan Jepang, cara kerjamu gk ikutan,",-,0,Negatif,2,Sarkas,Mentan:Blunder
MOLO SI 🫡👷🏾‍♂️,Beras naik gaji umr di naikin bukan gaji dpr pak kocak 😂😂,-,0,Negatif,2,Sarkas,Beras:Mahal
Dhiela🌸,Umr jepang berapa ..umr indonesia piro pakkkk..sekolah tinggi2 ga isonitung2an ckckkxkx,-,0,Negatif,1,Marah,UMR Indonesia:Mahal
Dhiela🌸,Samean iki sekolah opo ora to pak,-,0,Negatif,2,Sarkas,Mentan:Blunder
Nibras_,malah bandingin ama negara yang udah jauh di atas indo😂😂,-,0,Negatif,2,Sarkas,Banding:Mahal
ZaoJatunBabiAnjingg,ada yang tau apa kepanjangan D3 versi kocak?,-,0,Negatif,1,Sarkas,Beras:Mahal
aulia_°☆♡,gak salah nih negaraa nyungsep dibandingin sama negara maju,-,0,Negatif,2,Sarkas,Mentan:Blunder
𝗞𝗢𝗡𝗧𝗥𝗔 𝗡𝗔𝗥𝗔𝗦𝗜,"BEDA KAN NEGARA MAJU, SAMA NEGARA TIDAK ADA KEMAJUAN😃",-,0,Negatif,5,Marah,Beras:Mahal
pik,jgn samakan jepang umr brpa kocak,-,0,Negatif,2,Sarkas,Jepang:Beda
Toping Seblak,hallo pak jepang umr nya tinggi. wajar kalo harga disana tinggi 😂,-,0,Positif,5,Senang,Aspek:Beras:Mahal
Ajahra Rian,"pak klo d indo gaji bulanan rakyatnya di atas 15jt sih bpk blh ngomong kek gitu kocak😂😂😂 kalau khusus buat anggota DPR gpp harganya segitu, coz buat beli beras per bulan kan 12jt😂😂😂",-,0,Negatif,1,Sarkas,Gaji:Kecil
_nab.ila2807,"Pak jgn samain negara kita sama jepang disana mah kita kerja gajinya gede,negara maju,apa"" bnyk yang instan lh disini jelaslah bnyk yg menggerutu orng disini rakyatnya pada susah yg sejahtera pemerintahnya",-,0,Negatif,1,Marah,Pemerintah:Blunder
srie,heiiii bapak tau ga rakyat u tuh ya bukan pekerja pns dan pnya gaji bulanan... yg mulung sama buruh harian surh beli beras 100 rbu sekilo pendapatan harian 100 y pa....,-,0,Negatif,1,Marah,Beras:Mahal
bob,"kok modelan gini bisa jdi mentri si, gabisa mikir apa bandingin sama Jepang, negara korup gini dibandingin sama singapur aja kalah",-,0,Negatif,1,Sarkas,Mentan:Blunder
boboho_oo,woy pakk.. kalau gaji saya 50 juta sebulan.. jangan kan 100 RB 1 juta sekilo aJa saya beli pak menteli😁,-,0,Positif,5,Senang,Gaji:Banyak
Sibungsu,Anggota dpt otaknya pada dimana ya????????😭,-,0,Negatif,1,Sarkas,Mentan:Blunder
Erwin Tamba,Jepang Rp 100.000 per kg jangan di samakan pak di Jepang pendapatan berapa,-,0,Negatif,2,Sarkas,Jepang:BedaGaji
MamArash,gaji dijepang juga gada yg 3jt,-,0,Negatif,2,Sarkas,Gaji:Kecil
D E A A,belajar ekonomi ngga sii💔,-,0,Negatif,2,Sarkas,Belajar Ekonomi:Kritik
mamawulan,semakin kesini semakin kita tau ternyata yang duduk di kursi bagus itu kebanyakan asbun ya🤭,-,0,Negatif,5,Sarkas,Mentan:Blunder
Usul Tengen,kalau mau samain cari negara lain seperti prindavan gtu,-,0,Negatif,2,Sarkas,Aspek:BedaHarga
Khusus produk Viral,di Jepang penganguran di kasih gaji pak di kita penganguran di tagih pajak 😂,-,0,Negatif,1,Marah,Mentan:Blunder
dewidarawati1207,PAK BISA DIAM!!!,-,0,Negatif,2,Marah,Mentan:Blunder
sayangmu🦋,jepang warganya banyak tunjangan kalau indonesia pejabatnya yang banyak tunjangan😁😁 kok ada ya pejabat ngmong GK dipikir dulu,-,0,Negatif,2,Sarkas,Gaji:Kecil
AnIdiotSandwich,menteri dark sistem punya,-,0,Negatif,2,Sarkas,Mentan:Dark Sistem
lina,"umr 20jt lu samain sama umr yg 2,2jt?",-,0,Negatif,2,Sarkas,UMR:Beda
iraaaa,"jepang 100 ribu per kg, beras nya terjamin,lah indo beras ada yang oploss,gaji nya ga seberapa",-,0,Negatif,1,Marah,Beras:Mahal
Wanz_.,"harga beras di negara maju di bandikan dng harga beras di Indonesia, dari perbedaan gajih masyarakat di jepang dengan Indonesia aja beda jauh 😹😹",-,0,Negatif,5,Sarkas,Beras:Mahal
aprilevaaa,ini bapa siapa sih ?,-,0,Negatif,2,Sarkas,Bapa:Siapa
ikiiww,gajinya samain a*njj minta naik gaji aja keberatan gb*log,-,0,Negatif,1,Sarkas,Gaji:Kecil
Hiu Laut,"Mata uangnya beda GoBlokk!!, guwonlok toLol",-,0,Negatif,1,Sarkas,Mata Uang:Beda
shooya,ga ngotak disamain sama jepang😭 on ol,-,0,Negatif,2,Sarkas,Jepang:Beda
ARD,buat aj rkyt Indonesia gaji ya sama kyk jepang.,-,0,Negatif,2,Sarkas,Gaji:BedaDenganJepang
Kafein,jepang umrnya brp,-,0,Negatif,1,Marah,Jepang:BedaUMR
rizki,ngepil ketok e cah iki😤,-,0,Negatif,1,Sarkas,Mentan:Blunder
orang aring,ya beda penghasilan kocak. terus nih ye Jepang nikmatin pasilitas yang memadai....,-,0,Negatif,2,Sarkas,Jepang:BerbedaPenghasilan
satya🫧,lebih enak dijepang tmbg diido njir,-,0,Negatif,2,Sarkas,Mentan:Blunder
padilll,ini mentri apasi?d0ng0 banget,-,0,Negatif,5,Sarkas,Mentri:Blunder
v,"UMR aja beda pak🙂, gimana bisa anda sama² kan dgn jepang",-,0,Positif,5,Senang,UMR:Beda
🦋,"Jepang UMR nya 25-30jt, indo 1-3jt, stupid bgt",-,0,Negatif,1,Marah,UMR:Beda
Lintang🍃,"Tapi Jepang masyarakat nya sejahtera,gaji umrnya menyesuaikan indo gaji UMR 2jt kalo beras 100/kg gimana? Lu gaji 100jt enak",-,0,Positif,5,Senang,Gaji:Kecil
vira🧚🏻‍♀️,ya lo mikir ajaaaaaaaa!!!!!,-,0,Negatif,2,Sarkas,Beras:Mahal
zzzz,"kenapa sibuk banget buat naikin harga beras di indo?, kenapa ga di potong aja gaji para dpr yg 100jt per-bulan itu?",-,0,Negatif,1,Marah,Harga:BerasMahal
puspowati_imaningtyas,nggak ush naikkan harga beras pak kalau mau mensejahterakan petani.. kalau pupuk subsidi aja msh jd polemik harga gabah dibawah pasaran 😌 yg harusnya d kurangi tuh tunjangan beras DPR yg nggak masuk akal 🥺,-,0,Negatif,2,Marah,Harga:BerasMahal
abcdefghijklmnopqRiilll,bandingannya Jepang🤣 jepang tuh udh 2050🤣,-,0,Positif,5,Senang,Bandingan:Witty
abstrak,"sumpah liat nya kok greget ya😭😭smpe hp ku, ku maki²😭",-,0,Negatif,1,Sarkas,Mentan:Blunder
𝙆𝙚𝙨𝙨𝙚𝙥_𝙚𝙨𝙨𝙞𝙣𝙖𝙢 ✨,"wkwkkk,lawak",-,0,Negatif,2,Sarkas,Beras:Mahal
Agstnaa_,ya beras aja masi di oplos kocak ko masi dibedain sama di jepang,-,0,Negatif,2,Sarkas,Beras:Mahal
Malanyasiputih,"Pak Amran negara Jepang memanusiakan warga nya , lah negara konoha malah memeras warga nya pake nama pajak 😭",-,0,Negatif,1,Marah,Mentan:Blunder
ratuayufh,salah satu menteri yg bener² memikirkan nasib kesejahteraan petaninya bukan mementingkan kepentingan pribadi..🥰 hanya naik sedikit ya gaess bukan banyak...berbagi rezeki itu indah untuk masyarakat tidak mampu nnt bisa ada jalur subsidi dari pemerintah,-,0,Positif,5,Senang,Aspek:Mentan:Dukung
Yenita Widya,Umr nya tolonggg samain dengan jepang ya pakkk☺️🥰,-,0,Negatif,2,Marah,Mentan:Inkonsisten
Dhanz Gaming,Pantes negara ini gitu2 aja isinya org tolol semua,-,0,Negatif,2,Sarkas,Mentan:Blunder
ahmad aris,yang jadikan dia Mentri siapa sih,-,0,Negatif,2,Sarkas,Mentan:Blunder
zoooo,ni DPR bukanya ngewakilin rakyat malah nyusahin rakyat,-,0,Negatif,1,Marah,DPR:Blunder
zammm,dongo dipelihara😹,-,0,Negatif,2,Sarkas,Mentan:Blunder
tarr,make ini orang,-,0,Negatif,2,Marah,Beras:Mahal
🧸,go blog banget dia mikirnya gaji kita sama kayak yang kerja di jepang kali ya,-,0,Negatif,5,Sarkas,Gaji:Kecil
wafasabilanurfala2,cobain lu jadi rakyat,-,0,Negatif,2,Marah,Mentan:Blunder
a,,-,0,Negatif,2,Marah,Harga:Beras:Mahal
user3171025431760,lihat sikon di indonesia sma jepang pak,-,0,Negatif,2,Sarkas,Aspek:Jepang:Beda
𝐈𝐤𝐡𝐚𝐚𝐚,jangan samain kaya dijepang dijepang nyejahterain rakyat dikonoha nyengsarain rakyat TAU TIDAKKKK AARRGGGGGGGGHHHHHHH,-,0,Negatif,1,Marah,Mentan:Blunder
Blacan Gemoy,silet. gaji jepang piro kene piro kocak😅,-,0,Positif,5,Senang,Gaji:Kocak
🧷🌧️,inalillahi,-,0,Negatif,2,Marah,Beras:Mahal
s,YO BAYARAN E WONG JEPANG PIRO,-,0,Negatif,5,Sarkas,Beras:Mahal
Egmlr28,"otak dpr pada dongo ya,coba samainn berpendapatanya di indo sma di jepang kan beda pak udh kaya langit dan bumi😳",-,0,Negatif,5,Sarkas,Aspek:Sentimen
YB,lol,-,0,Negatif,2,Sarkas,Beras:Mahal
Manda _Boy,DPR PEKOK,-,0,Negatif,1,Marah,Mentan:Blunder
abcdfghijkl✨,knp angota DPR skrng kbnyakan tdk punya pikiran pikiranya hanya uang cicilan dan foya2,-,0,Negatif,1,Sarkas,DPR:Blunder
nob,jepang gajih nya besar dan lapangan kerja nya ga sulit ga perlu menguasi 5 elemen dunia😂,-,0,Negatif,5,Sarkas,Jepang:Gajih
yhosiyhosandi,Umr Jepang sama umr indo beda jauh lah pak. Edd,-,0,Negatif,2,Marah,Mentan:BedaJauh
hannn,ya jangan di liat dari beras doang lah.yang lain juga liat pak,-,0,Positif,5,Senang,Aspek:Netral
It's bemelia,"beras naek beras naek, dia gatau bnyk wrga indo gaji dibawah umr bhkn dibawah 2jt aja ada ribut naek” kmrn aja beras dioplos gmn sihh",-,0,Negatif,1,Marah,Beras:Mahal
່-,ngbrol jeng keresek w pak ah lier ☹️,-,0,Negatif,1,Sarkas,Mentan:Blunder
teh ettaa thea,si bapak pikirannya tertinggal d jepang bagian mana yeuhhhh 🤣💃💃,-,0,Negatif,2,Sarkas,Mentan:Blunder
Azka Salsa,jngan samakan sama jepang BPK yg terhormat,-,0,Negatif,1,Marah,Mentan:Blunder
toko sumber lumintu,gaji sehari 100 buat beli beras Aja terus saku anak ikut siapa? dewan DPR?,-,0,Negatif,1,Marah,Gaji:Kecil
Rudiansyah,UMR jepang berapa pak🤣🤣🤣,-,0,Positif,5,Senang,UMR Jepang:Wahyu
mayatabuti,beras jepang harga naik kualitas naik juga beda kita beras naik tapi oplosan 😂,-,0,Negatif,2,Sarkas,Beras:Mengeluh
Dean Lubis,"AI juga ini? atau gimana. apalah? masakan menteri gak tahu potensi negara nya sendiri? Nanti naik lagi bantuan beras DPR, mau berapa lagi nanti diatas 12 juta? Beban kali pun kalian",-,0,Negatif,1,Marah,Mentan:Blunder
Yanie♑,"astaga pak umr aja masih 3,5 Jt , 😌😌 pakek hidup seminggu pun gak cukup",-,0,Negatif,5,Marah,UMR:Besar
Fajar Ajis,"giliran hal kayak gini aja bandingin sama jepang. kenapa gak sekalian bandingin moral pejabatnya, saat mereka salah, mereka siap mundur dari jabatannya.",-,0,Negatif,2,Sarkas,Mentan:Blunder
Aditya65,Jangan dibandingin dgn jepang negara maju..pak e 200rb per kg...jepang gak masalah... lucu bapak ini,-,0,Negatif,5,Sarkas,Beras:Mahal
Zafanuci,gajinya?,-,0,Negatif,2,Sarkas,Gajinya:Kecil
mickey gemini,aneh😂😂,-,0,Negatif,2,Sarkas,Beras:Mahal
Thea 76,gajiny mrk berapa paaakkkk biadab bngtttt gilaaaa swkilo 60 rb byaadaabbb,-,0,Negatif,1,Sarkas,Gaji:Beda
Callmengengeu🍒,Geleng tamiya ya ngeng 🏎️,-,0,Negatif,2,Sarkas,Beras:Mahal
jaya still GTAW,"masak dibandingkan dgn jepang aneh,,,😁",-,0,Negatif,2,Sarkas,Bandingkan:Duh
Hanya sopir (D3Lt4 8.8),"jepang rakyat nya di sejahterakan di perhatikan,",-,0,Negatif,2,Sarkas,Jepang:TidakAppleToApple
Mom_urv,pejabat bodohh,-,0,Negatif,1,Sarkas,Pejabat:Bodohh
cempoko,leeee jepang negara maju ...rakyatnya kbnyakan makmurr leeee,-,0,Negatif,5,Sarkas,Jepang:Kecil
amiami,"jgn compare ke jepang la, umr nya aja jauh beda peak. klo mau bandingin pinomat sama thailand itu pun varietas padi nya beda jg gk bisa jg di compare sama beras indo",-,0,Negatif,2,Sarkas,Jepang:Beda
Yang Maha Enjoy,cuh,-,0,Negatif,1,Sarkas,Beras:Mahal
musik 90an,gaji aj d sini 5jt pak sana dah 15-20jt,-,0,Negatif,2,Sarkas,Gaji:Kecil
storyz,sekarang jepang korup aja di hukum kok indo kaga,-,0,Negatif,1,Marah,Jepang:Korup
Reny Aren,"Pak Jepang negara maju, gaji UMR nya puluhan juta , lahhh kita 3 juta apa 5 juta buat hidup 1 bulan 🤭🤭 bapak mah aahhh ngabodorrr",-,0,Negatif,1,Marah,Gaji:Kecil
meowgantengm,"Boleh aja sih mau nyamain beras 1 kg 100, kecuali UMR di indo 50 jg😂",-,0,Positif,5,Senang,Beras:Murah
elektronik ruget,bandingkan sama negara penduduk yg banyak jangan jepang.,-,0,Negatif,2,Sarkas,Jepang:Beda
❤️selalu bahagia❤️,bandingin SM Jepang 😂 SDM nya aj jauh 😭,-,0,Negatif,2,Sarkas,SM Jepang:Beda
阿爾多·塞蒂亞萬,petani juga pengen kaya,-,0,Negatif,2,Sarkas,Beras:Mahal
Roman,srimulyani juga pernah membandingkan jepang sama indonesia masalah hutang jepang sangub bayar hutang biar mereka hutang,-,0,Negatif,2,Sarkas,Jepang:Beda
Masterwidan✅,"bandingkan hukum dengan jepang bagi yang korupsi di apain kalau di jepang.., 😂😂",-,0,Positif,5,Senang,Jepang:Keren
Skyspy_121,"Klu sudah banyak ngomong, kerjaan pasti gk benar..",-,0,Negatif,2,Sarkas,Klu:Mentan:Blunder
Bankzai,jepang pendapatan perkapita nya tinggi ..malahan yg TDK kerja dpt tun jangan,-,0,Negatif,2,Sarkas,Jepang:Kecil
nztea,lol,-,0,Negatif,2,Sarkas,Beras:Mahal
Mas_R,"Menteri tol..ok... di bandingkan sama NEGARA lain.... Kalau uang Indonesia gak di korupsi, Indonesia per kepala minimal 10juta tanpa kerja....",-,0,Negatif,1,Marah,Mentan:Blunder
Love_Acha Kitchen,ko bisa dia di jadikan pejabat😂,-,0,Negatif,2,Sarkas,Mentan:Blunder
delima,jangan bandingkan dgn luar pikirin aja dalam negeri kita,-,0,Negatif,2,Marah,Beras:Mahal
gondrong,Kalo membandingkan tu jangan jepang donk ! perbandengkan dengan Timor Leste 🤦🤕,-,0,Positif,5,Senang,Aspek:Netral
